Review,Sentiment
This room was clean and comfortable with a welcoming host. It was near the airport and taxis frequent the street outside.,POSITIVE
What should be mentioned is that this is a private room in someones private apartment. This was not clear until we were inside the room itself.,NEGATIVE
"staff were extremely nice and welcoming, the bed was very comfortable and clean",POSITIVE
"quite a noisy area, found it hard to sleep",NEGATIVE
it was nice and clean,POSITIVE
Nothing.,NEGATIVE
Everything,POSITIVE
the cigarettes smell was strong,NEGATIVE
Excellent stay. Great location. Highly recommended.,POSITIVE
All was 100%,POSITIVE
"The room is tidy, the bathroom attached is clean. Daniel, our host, was very friendly and welcoming. The location is not that far from the airport (just ten minutes by taxi), so it was perfect for us because our flight arrived quite late. The neighbourhood is very green and peaceful. From the bigger roads nearby (around ten minutes walking), there are direct bus connections to Dublin's inner city (e.g. O'Connell Street).",POSITIVE
The neighborhood is quiet and the view from the room covers a green front yard and a nearby park. The young couple running the place are very helpful if you need to find your way around Dublin.,POSITIVE
"Location is close to the airport with a frequent bus connection that takes just 10 minutes but keep in mind you'll have to walk further 10-15 min. to reach the property (you can walk along the road but if you don't have wheeled luggage I recommend walking through the park, it's very nicely kept).",POSITIVE
"The host super friendly, the place clean and with very high standards, the location well connected to the airport as well as to the city",POSITIVE
Everything,POSITIVE
"Tracey was a great hostess... very kind and friendly. The room was both clean and comfortable. The bed was especially amazing and even better after a long days walk around the city. It is remote and the nearest bus stop is about a 2km walk up the road that can connect you to the city center, but bus schedules can be hit and miss, so be prepared to get a cab as backup. There are a few restaurants just passed the bus stop, not more than a 1hr walk at the most. You can hit the nearest restaurant/pub in about 20 minutes on foot, or you can have food delivered. All in all, it was a great stay. I would definitely stay here again.",POSITIVE
Breakfast was not included,NEGATIVE
"It was an old home , a little damp , and the shower was brutal .  It needs a lot of work !",NEGATIVE
The ambience and decor.,POSITIVE
No private bathroom.,NEGATIVE
The property was beautiful and the owner was very nice and helpful.,POSITIVE
It was in the middle is no where.  It is fine if you have a car without a car you can’t get anywhere to get food.  It would be nice for the owner to have breakfast since it is not close to food.  They might have bikes but I didn’t ask.  Other than that it was fine.  Beautiful old property but keep in mind you are very far from Dublin.,NEGATIVE
"Lovely hosts! Felt welcome and although the home/castle is occupied by owners & other guest rooms upstairs..we had lots of autonomy & privacy.location outside of Dublin (southern side so access to eastern shore exploring was good for uskitchen is kitted well with condiments, etcback garden accessed through kitchen is a nice spotclose-ish to Jonny Fox's pubeasy parking",POSITIVE
"It's a shared kitchen, which the photos on the listings may lead one to believe that it's joined to one's room..it's adjacent..just 5 steps down the hall.",POSITIVE
Keys were easily handed over. The bedrooms looked nice and the beds were comfy.,POSITIVE
"To get there we had to walk 20 minutes on food on the roadside from the nearest bus or tram station. Definitely recommended to arrive by car of you can.  We never met our hosts, except for 2 minutes when the keys were handed over.No stores nearby.",NEGATIVE
"Great location  room spotless, staff lovely, breakfast delicious great place to stay",POSITIVE
"Spacious double room with ensuite bathroom. We had access to a well equipped kitchen and dining area that is not directly linked to the bedroom but is just 5 footsteps across the hall. We also had sole use of a lovely back garden.  My impression is that this Kitchen and garden may not necessarily be available with this ""double bedroom"" booking depending on whether other people have booked the bedroom that is directly linked to the kitchen and garden on this first floor. Luckily for us that linked room was not booked so we had everything we expected/hoped. So I would suggest enquiring about these aspects if kitchen use is key to your requirements. Nonetheless there was a fridge/freezer and kettle in the bedroom itself.
One thing that threw our stay was that I thought, from the pictures, that there was a separate living/dining room/kitchen where the sofa bed was located but discovered that the sofa bed and double bed are in the same room which was a bit of a disaster for me as I was travelling with Mother who snores loudly!!! This was entirely my own fault for making assumptions.
Johnny the host and his wife were lively hosts. Johnny was very accommodating with offers of a lift twice to Shankill as my elderly mother and I don't drive. There was a very laid back atmosphere in this family home come hotel cone guest house. You are very much left to your own devices but equally Johnny will thoughtfully check in to see all is ok. A glass of wine on night 1 was a  nice touch.
Location and transport wise youll need a car or to pay €10 to €13 for a cab to Shankill to then access buses and rail. *I suggest contacting local cab companies directly and NOT usng ""Freenow""  HORRIFIC lost property experience!*
There is a nice pub 20 minutes walk, half on road without path but do-able, called Farmer Browns which served full menu and drinks.",POSITIVE
Communication ahead of the booking could have been better,NEGATIVE
The location was a bit far for us but otherwise good.,POSITIVE
Nice and quiet. Comfy bed. Hosts lovely,POSITIVE
I don't think you should be advertising that wifi. I could barely send an email,NEGATIVE
"The owners were lovely and assisted with transportation issues, as well as recommending some local attractions. The room had its own fridge and we had access to a shared kitchen, which was handy.",POSITIVE
Convenient and centrally placed. Very professional and friendly staff. Loved it!,POSITIVE
Everything was great,POSITIVE
We were supposedly upgraded from Barry's to the Belvedere.  Only problem was no wardrobe or coat hangers in room.  Ask at reception but was told that they didnt have any. If this was an upgrade not sure what would have been awaiting us at Barry's hotel.,NEGATIVE
No place or way of hanging clothes.,NEGATIVE
Location. Close to main attractions.,POSITIVE
"breakfast was really good, helpful staff, great location",POSITIVE
"Breakfast was great! Food really fresh and great variety of cereal and bread. Yogurt, ham and cheese very good too. Amazing coffee!",POSITIVE
"Retro style of bedroom ( Very Micheal Collins! )Comfy bed ,Very helpful and friendly staff.",POSITIVE
Room very hot . I couldn't control temp as adjuster on radiator was broken off.,NEGATIVE
Breakfast was fine.,POSITIVE
"Room was very small. Windows couldn't open. Toilet was placed next to the shower, with very little space, actually less  space than in a flight seat.",NEGATIVE
"everythingâ€”- room, bfast, staff, pizzaðŸ˜Š",POSITIVE
great breakfast and convenient to places!,POSITIVE
"The flat was absolutely perfect. Spotlessly clean, really comfy bed, lovely and warm and very easy to get access. 
Location was great and only €22 for a taxi into centre of Dublin. Also very handy for ppl who need to get to and from the airport.",POSITIVE
"There are many known symbols of Ireland. Harp, Clover, Beer, etc.I think, for today, these were expanded by Alan's smiley, helpfulness, and flexibility! Alan for Tourism President! or at least a national treasure.",POSITIVE
it was everything we needed and more!,POSITIVE
"very easy check in, responsive host and lovely flat. location good too",POSITIVE
nothing,NEGATIVE
The apartment was very comfortable and spacious.  The location was very convenient to the airport.  THe host was very accomodating and gave great recommendations for dining and other requests.,POSITIVE
"Exceptionally clean and comfortable, Alan was very helpful.",POSITIVE
"Alan was a gentleman, met us on arrival with a big smile on his face, gave us a quick tour and let us be. This property goes above and beyond, satellite TV, Netflix, enough fresh towels for full family, Alan even stocked the fridge with bottled water and milk and supplied tea and biscuits, lovely touches. Alan also recommended an Italian restaurant 2 mins from the flat which was belissimo. 20 mins from City Centre during off peak traffic times, very decent location.",POSITIVE
"honestly, can’t fault this place",POSITIVE
nothing,NEGATIVE
"The apartment is a close drive to the airport and was easy for out early morning flight. 
It was also very clean and comfortable. would definitely recommend staying here.",POSITIVE
"Close from the airport, very cleaned. quiet neighbourhood. very nice owner always here to help.",POSITIVE
the sofa in the leaving wasn’t too confortable but ok for a few nights,NEGATIVE
It had lots of amenities such as hair dryer and iron etc. There was also lots of shampoo and other bathroom products which came in handy as we packed lightly.,POSITIVE
"It was not particularly clean but I think this was only apparent because it is a little run down. It was not all that close to the city centre but still a walkable distance. The host was very blunt, borderline rude. They originally agreed to a check-in from 11am-12pm (our flight arrived at 9am) but this was then revised to 12pm earliest (which I completely understood as previous guests had supposedly left a mess) before being changed to 2pm finally. When I questioned this I was told that standard check-in time was 2pm anyway if I had read the booking details. When we were settled in I was sent a notification of a deposit fee. I completely understand that this is standard practice but as it has not been mentioned before and it was to be sent by PayPal I did think it came across a bit sketchy.",NEGATIVE
"property location is very good, everything is around you",POSITIVE
"Comfortable bed and warm
Extremely clean - microwave, fridge, sponges and kitchen area were spotless 
Quiet room
Shower was big",POSITIVE
"No blankets 4 bed bed not even made up, tried charge more money next day after we left gave no reason",NEGATIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
"Great location, well equiped for cooking and working! Overall, a good stay",POSITIVE
"Shower gel
Coffee
Milk capsule pots",POSITIVE
There was some trash in the apartment from previous rents.,NEGATIVE
Location is great and close to public transportation.,POSITIVE
The property is rather old.  The door is rather flimsy and I feel it can be easily broken into.  The lock is just a simple lock and could easily be jammed open with a piece of metal slip between the crack.  The shower area and one of the sink could be cleaner and the drain wasn't really working that well and pluged up a bit.   Quality of the furniture is rather old and one had a broken leg.  The windows are old and some of the latches almost fell off the hinges.  I don't think they put any investment to upgrade the property.  Even the person who checked us in admitted the property is dated and could be freshen up - Geez.,NEGATIVE
"A nice apartment in the city center of Dublin, with a good distance from the Temple Bar, Trinity College, etc.The apartment has a modern design wiith two bedrooms, two bathrooms and a living room with a sofa bed. The kitchen has a nespresso machine, kettle, tostadora etc. and all you need. There is a SPAR store quite near. It's not a big one, but you find the most important things you need for preparing a meal. The heating, wifi, etc. worked properly. And Jacob was really kind and let us to leave the luggage and make the check out two hours later. Thank you very much for that!",POSITIVE
"Two things: we found a bathroom not cleaned. When we went to use the toilet in the bathroom of the double room we saw that it had been used and the chain had not even been thrown away. It was a bad surprise. I think the cleaning team that manages the apartment is not very good. On the other hand, I think that details are missing to make the apartment really comfortable (for example, putting a shelf in the showers to leave the gel) and also, one of the rooms has the bed placed in such a way that it does not allow to pass. This room is quite unconfortable.",NEGATIVE
Good location. Good size. Good Coffee machine.,POSITIVE
Itâ€™s not the easiest to find,NEGATIVE
Location,POSITIVE
The price no way worth it could do with a paint on the inside,NEGATIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
lovely clean and walking distance from Marley park,POSITIVE
nothing all met up to our standards,NEGATIVE
Conformable and clean. Complete with parking space. Easy to commute Dublin via public transport. Local amenities very good.  Good choice of restaurants,POSITIVE
The boiler was very noisy,NEGATIVE
"Boden Heath is a self catering apartment on the south suburbs of Dublin. It was easy to locate, and the owner gave full and detailed instructions on how to access the (secure) property.  I felt we got what we paid for. The apartment was comfortable, and though not 'de-luxe' it had everything one might need for a comfortable lodging, including full wi-fi. There is a modern clean lift to the upper floors of the block. We had one or two queries which the owner was very quick to answer, and he even came round to put a slight hiccup right. He couldn't have been more helpful. The flat is around 30 minutes drive from the city centre with all the tourist attractions that make Dublin such a special place and there are numerous bus stops handy with frequent services into town. There are numerous shops, supermarkets and restaurants within easy reach.",POSITIVE
"The decor needs a bit of a spruce-up but that said there is nothing wrong that impinges on one's comfort, so there really wasn't anything to say I ""didn't like"" about it. I would have no hesitation in recommending this flat as a comfortable place to stay, and as the boiler cracks and bangs its way into service, it's even quite ""exciting""!   LOL!",POSITIVE
Michael was very welcoming and easy to talk to. Apartment was very clean and a good place to stay..,POSITIVE
I was given complimentary breaskfast since I am a happy returning client. I also found a nice box of chocolate as a welcome back gift in my room.,POSITIVE
"The location is very good, local to a lot of amenities parking is always available. It's a nice quiet area to spend your time",POSITIVE
Terrestrial channels on the tv would be nice,NEGATIVE
"Great location, really comfortable. Loved it! Fab apartment",POSITIVE
Nothing,NEGATIVE
"Yes, excellent location, easy to find,",POSITIVE
"Continental breakfast was fantastic, location perfect not too far from Temple. Staff very friendly.",POSITIVE
"I love this hotel, however prices on booking.com vary a lot depending on the time of stay.",POSITIVE
I always  stay here lovely  and  relaxing   and Laura  always  looks  after  us just  another  fantastic  week,POSITIVE
Had I great  time  lovely  apartment  and Laura  was a great  help,POSITIVE
The host was amazing. Everything was great,POSITIVE
I wanted more tissue but there was a shop 2 minutes walk away which was perfect,POSITIVE
In uptown. Car park. 24 hr staff ti assist if needed,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
"The host was super-nice, the apartment is very well located, AND it's a real pet-friendly property, which is a huge plus.",POSITIVE
-Accessible location - Has key box for easy access even owner/ host is not available. - owner/ host reachable through text message.,POSITIVE
"- Too pricey for a small room. - The entrance is quite filthy, lots of cigarette butts and rubbish attracting the flies to even goes in to the property. -Quite poor state of the furnitures and kitchen appliances, with multiple pieces of old flooring carpets. Window has a very thin curtain that people could possibly see us through from other property.  - We woke up at the middle of the night due to the noise from people coming in. - WiFi unpredictable",NEGATIVE
"location was great, short distance walk from a lovely little playground which was great for our little one",POSITIVE
great location.,POSITIVE
would have liked if there was a toaster. jacuzzi was difficult to understand but i would recommend asking the owner for help with it before :),NEGATIVE
"There was no breakfast, but the location was very central. They added nice touches like a bottle of wine in the fridge.",POSITIVE
"It was much worse than I expected. Yes the location was very central, but the room was in very poor condition. There were plates, cups, bowls and cutlery all in very good condition. But they should have focused much more on the condition of the flat. It was mostly covered with a very old patchy fitted carpet. The cooker was decades old. The flimsy little curtain over the kitchen sink fell off the wall when I tried to close it the first night. I later went and bought some glue to stick it back on. In any case even closed it really blocked very little light, so when the sun rose very early on the summer mornings the light was immediately brightening up the room. The price was absurdly high for this small run down little space.  Maybe the jacuzzi's great, I wasn't interested in using a jacuzzi but unless you are just enthralled by jacuzzies I don't think that would go very far to make up for all of the other many serious shortcomings.",NEGATIVE
The location was decent.,POSITIVE
"The bathroom had a sewage smell. The beds were uncomfortable. While he was initially helpful by sending a cleaner, the host became hostile when I requested a refund for the unsanitary sewage smell in the bathroom, which made it very uncomfortable.",NEGATIVE
Smell Of rubbish around apartment and smell out of fridge,NEGATIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
"Clean, well equipped.  convenient to City.  quiet neighborhood for family",POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
The location was perfect! The owner was so nice and helpful,POSITIVE
For 180€ for 2 nights its just to much.,NEGATIVE
It’s a really good location right by the Liffey and the heart of town.,POSITIVE
Everything,POSITIVE
Facilities were more than adequate although the shower didn’t seem to get warm…,NEGATIVE
The accommodations are basic with the bathroom and shower down the hall.  The location was great and the price was right.  Very important to bring ear plugs as rooms front right on the road next to the Liffey.,POSITIVE
"absolutely horrendous... the noise and stomping ( if thats what you want to call it... actually no words to describe what it was !!) from the room above us was ridiculous !!People trying to get into our room ! door was locked, but they tried and tried with a key !! i was afraid to go to the bathroom.. which was out on the corridor because of people walking around... the front door being kicked so many times... never againits not a guest house as states in the booking.com its a student accommodation, that rents out rooms at €250!!I'll be going further with this and getting my money back",NEGATIVE
Nothing,NEGATIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
"Very close to buses including airport ones. Walking distance to attractions, helpfulness of staff, nice communal kitchen/shower, big window in room. I was called prior to my arrival to reassure me of help with my luggage when I got there and instructions.",POSITIVE
Perfect location.,POSITIVE
"Need a waste bin in bathroom(s), recommend stating on booking website that there is no elevator and to request help for lifting at check out. (The only reason I knew to ask was the hotel before surprised me with no elevator and I didn’t want a repeat.) They didn’t assume I needed help with bringing luggage back down, which would of been nice if they offered.",NEGATIVE
great location,POSITIVE
Toilet in middle section of property did not flush properly,NEGATIVE
"Location was 10/10 couldn't have been closer to the city, really happy with the room so big and spacious. In such an expensive city I was surprised at the great accommodation for such an affordable price",POSITIVE
This accommodation was perfect for a big group. We had everything we needed and was a perfect place to rest after a busy day out on the town. Fair play to the staff for making our stay super easy and comfortable. Would highly recommend this place for a group and so close to everything the city has to offer.,POSITIVE
"The location of this place is amazing, so central and amazing bus links. The staff were so quick with responses and made our stay super pleasant. The bedding was amazing and really enjoyed getting to see the city from our window. Big thanks to all the staff for making our trip unforgettable and we will be returning again!",POSITIVE
Reception staff were more than helpful. Room was spotless. Fantastic location. Have stayed many times,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
Took €150 security deposit and didn't refund it. No communication once we checked out.,NEGATIVE
Took €150 security deposit and didn't refund it. No communication once we checked out.,NEGATIVE
The location was good. The house was beautiful. The host was friendly. Liked the facilities provided.,POSITIVE
Nothing,NEGATIVE
The toilet wasn’t flushed whoever used it last. The used tissue papers were floating inside. It gave me an impression that toilet weren’t cleaned before giving the apartment to us and the toilet bleach wasn’t provided I had to buy them.,NEGATIVE
Nice apartment and kitchen. Perfect for longer stays like our 2 week visit.,POSITIVE
Very noisy house. Everything makes loud creaks and sounds. Hot water is limited.,NEGATIVE
There are no comments available for this review,POSITIVE
Great location! Perfect for a weekend in Dublin.,POSITIVE
"Quite bare essentials - not equipped for cooking and cleaning (no teatowels, no dishwasher tablets, dishwasher was not empty upon arrival, one towel per guest).",NEGATIVE
"Comfortable place for short visit. Very warm flat, which is crucial during winter.Good location.",POSITIVE
"Furnitures are a bit used, especially couch and armchairs in living room.",POSITIVE
"location, spacious and comfortable",POSITIVE
the shower leaked very badly and the floor would be like a swimming pool. no mop or brush to clean it up. hoover didnâ€™t work.,NEGATIVE
"The room was comfortable, all the staff were lovely, the breakfast was great and the location was very good. Very busy at night but you couldn't hear the noise in the bedroom.",POSITIVE
This property was definitely a surprise once you open the door. Very spacious with a private oasis out the back through the sliding glass doors.,POSITIVE
"The property had a lack of very basic items such as bin bags, washing up liquid, salt and pepper.",NEGATIVE
Bob was excellent great to deal with,POSITIVE
"Paid for outside space which wasn't provided. Check in was ok, however, preparation was poor as no towels. Facilities had to searched for and some were found in a cupboard stating it was the property of the owner. Cleanliness was average at best and there was no hot water throughout our stay. a â‚¬400 security deposit was taken which when you sum up the state of the place and the lack of facilities, seems very excessive.",NEGATIVE
"Location was superb, cleanliness very good, very comfortable beds. Easy to find and access to keys to enter brilliant. Parking was fine and nice neighbourhood.",POSITIVE
"Could have done with a few more home comforts ie: rugs on the floor and bigger bath towels! Also few electrical issues with lightbulbs didn't function and toaster tripped the mains. Initial communications with owner were good at first, but during the stay when we had a problem, I got no response. Without these extra comforts, it wasn't value for money (despite booking in high season).",NEGATIVE
"The location suited us very well. It was central for most places, and a short taxi drive from others. The hosts were very pleasant, and very helpful. The apartment had good space and facilities, and accommodated 2 couples very comfortably. It was well-lit and heated, WiFI good and the kitchen was serviceable. Washing machine also very handy. When I asked for a fan (for hot flushes), there was one beside the bed when we arrived. Laura responded almost immediately when I had a problem or needed something.",POSITIVE
"The mattresses are not the most comfortable - a little thin. A change of linen would only be provided at a cost of (as I remember) 40 Euro. It may be less, so I stand to be corrected. But it was of an amount enough to buy an extra set of linen myself. This seemed a little unreasonable, but they did say laundry costs are high. If we'd had an extra set, we could have laundered and dried them ourselves.  Instead of chewing up electricity to dry them before bed-time.It would be helpful  to have some instructions for the microwave, oven etc.  There were a couple of things missing (bedside lights, not enough waste bins), but these are all relatively small issues. And as soon as we requested them, they were delivered pronto.",NEGATIVE
There are no comments available for this review,POSITIVE
Could of had a toaster machines at continental breakfast make your own. The full Irish breakfast was a little bland.,NEGATIVE
Nothing to complain about.,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
"The room is cosy and very clean, the place is quiet and close to the bus station taking you to the city centre.",POSITIVE
Far away from centre but that is okay,NEGATIVE
Very clean.,POSITIVE
"The room was clean and comfortable. We arrived two hours later than checkin time and we were still more than welcome. The fridge was filled with free drinks and snacks, there was an electric water cooker and tea and coffee available. The bathroom was clean and comfy. The house is 15 minutes drive by taxi from Dublin city center so the price is perfect for that.",POSITIVE
"Clean, comfortable and good value for money 
I will book again.",POSITIVE
Noise from upper floors due to walking at midnight,NEGATIVE
"Simple but ok breakfast, fantastic personnel at the reception, awesome location.",POSITIVE
Great way to enjoy a country,POSITIVE
The extra service (free use of minibar and extra unexpected things) and the very friendly hosts.,POSITIVE
Location (but a good and cheap bus ride (45 min.) to Dublin Centre),POSITIVE
"Was a great stay and staff was was very friendly, the room was very spacious and clean. Would 100% recommend it !",POSITIVE
Hosts were very friendly and helpful with queries. Would definitely recommend.,POSITIVE
How clean and immaculate it is,POSITIVE
Nothing,NEGATIVE
everything.. overall experience was awesome,POSITIVE
"location, cleaning and great host",POSITIVE
"The apartment had everything you needed, friendly hosts, nice location - close to bus stops, stores etc.",POSITIVE
"The bar downstairs played the music very loudly until the midnight, hard to sleep.",NEGATIVE
Rooms were a bit cold,NEGATIVE
"The accommodation was reasonably priced, in a great location and the owners were very helpful and were keen to make sure the stay was enjoyed. They arranged airport transfers for us which was a brilliant help and made sure we had everything we needed. A great stay which is highly recommended.",POSITIVE
"It had all the stuff needed 
Bed was comfy",POSITIVE
"No staff on site 
Shower is broke and very loud
The oven is all rusty and was dirty 
The iron ruined my top 
Was ment to have sofa in room but wasn't
Heating wouldn't come on 
The water in the sink was so hot it burnt me should have a warning",NEGATIVE
well equipped and good secure parking,POSITIVE
"TV didn’t work, mould on the windows",NEGATIVE
"Nice location.
Friendli staff.
Parking near the house.
Bus stop to the center near the house.
Nice appartment.",POSITIVE
Everithing OK.,POSITIVE
"exactly like the pictures, definitely worth the money.",POSITIVE
"nothing to complain, location is a bit far from the city center but we knew that. A tip is take a Dublin bike 800m from the property and go to city center by bike.",POSITIVE
comfort early check in late check out perfect location,POSITIVE
"secure off road parking 
very spacious 
cosy 
comfortable furniture",POSITIVE
"this property would benefit from a refurbishment service mould is visible 
water pressure is very slow for the showers also recommended a thermostatic control to be fitted to the heating",NEGATIVE
Space of property and there was all we need,POSITIVE
There isn’t hairdryer and a little problem with toilets for evacuate.,NEGATIVE
Full kitchen. Good position. Tesco was near by.,POSITIVE
"Too much dust, bed is not comfortable at all + its making weird noises. The room is small for 2. 1 light wasnt working.",NEGATIVE
"Swaralee and Aman where so lovely, the communication was great, there was space for a car park. They allowed a late check in and helped to provide advice on different shops in the area. Very generous",POSITIVE
Nothing,NEGATIVE
"Landlords very friendly, if you need any advice about Dublin, feel free to ask. Room very clean and comfortable. ðŸ˜Š",POSITIVE
Nice and helpful hosts. Highly recommended.,POSITIVE
nothing,NEGATIVE
"I liked the lovely  welcome, very clean and tidy house,and the bed was comfortable",POSITIVE
lovely people,POSITIVE
"Great value for money for a Dublin stay, short walk to bus stop for town",POSITIVE
"In transit 10km from Dublin city centre, excellent cheap-clean small room for one person with a kind and helpful host....correct ...thanks",POSITIVE
"Very friendly hosts, great location, lovely room.",POSITIVE
"The hosts were exceptionally friendly and helpful, they provided me with assistance whenever I needed information or advice. There is a bus stop nearby which you can take all the way to the city centre. The area is tranquil and green, and the bed is comfortable, so you can get a good night's sleep.",POSITIVE
A charming couple who could not be more welcoming. There is an excellent bus service to Lucan,POSITIVE
The house is confortable and the owner is very nice.,POSITIVE
"the room isn't available at weekends, just from Tuesday to Friday",NEGATIVE
Excellent service and location. The girls on reception were lovely.,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
"The location was excellent, 5 minutes to O´Connell street. The apartment was very cozy. There were 18 of us and we were able to get all in the kitchen for having breakfast or dinner. The wi-fi was quite OK. Dishwasher, washer and dryer in the kitchen fully functional.",POSITIVE
We didn´t like small holes in the wooden floor in the kitchen. We were lucky that nothing fell into them.,NEGATIVE
Nothing,NEGATIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
Beautiful. amazing park near by and plenty of pubs and things to do.,POSITIVE
loved the whole thing!,POSITIVE
"Was really nice owner,  and very clean home.",POSITIVE
"I didn't like an Idea of sharing a bathroom
 I know it's not a hotel. 
missing rubbish bin in the room or bathroom. Definitely need one. The shower was extremely loud when on, waking me up in the morning. I think the landlady needs to check the electrical Shower.",NEGATIVE
Location perfect for the venue we were attending  - Marlay Park for the RHCP Concert.,POSITIVE
No lock on the bathroom door took a little getting used to.  Didn't realise we had access to the kitchen as I don't recall the host telling me that so didn't manage to get a tea/coffee.,NEGATIVE
"quiet, comfortable bed, normal kitchen",POSITIVE
"the landlady was rude for no reason, the room is very cold, the bathroom is not comfortable",NEGATIVE
"I loved the location although parking was a bit pricey, the managers found us options for cheaper parking for $12 day. The accommodations were great and roomy! Had all the amenities of home",POSITIVE
the owner was very welcoming.,POSITIVE
there was no lock on our bedroom door and it was a shared property with another unknown couple and the owner and her daughter. listing said kettle in the bedroom but there wasn’t one. bed not very comfy.,NEGATIVE
"The main thing for me was the fact we was sharing a top floor flat with the owner, this was not stated on the ad for the hotel. Me and my partner did not feel comfortable at all we felt like we had to whisper the whole time. There was no lock on our bedroom door so we didn't feel 100% safe. We had to share a bathroom with the owner, while we was there she decided to get a bath so the toilet was out of bounds for us. There was no TV or kettle in the bedroom. The pillows are really hard, I ended up using some of my clothes to rest my head on.",NEGATIVE
Better name for this place is UNhappy guest. Staff was not helpful in any sort of way and service was bad. Would definitely not recommend this place.,NEGATIVE
No breakfast included but our host allows us to take our own brekfast in her kitchen.,POSITIVE
Clean and tidy. Comfortable bed.,POSITIVE
"We were made very welcome but it almost felt as if we were intruding on the owners private space. Also no locks on any doors. 
We were expecting an  ensuite bathroom - we misunderstood the advert.",NEGATIVE
Lock on bathroom door,POSITIVE
Great accommodation. Super clean apartment and very quiet area. 2 min walk to bus and 5 min walk to shops. Awesome hosts. I will definitely book this property again! My plans changed at the last minute and they got me to the airport before 4am! Thanks again!,POSITIVE
"It is really nice, very clean and comfortable. The woman in charge was very kind and helped. Beds are comfortable and you have amenities for cooking. They also left some drinks and snacks for us",POSITIVE
"It is a residential area with a bus stop very close. The area is nice, but It is far from the city center (around one hour) Anyway, I think It has good relation price-quality so if this is not a problem for you, I highly reccommend it",POSITIVE
"The host, Claudia, was extremely kind and welcoming. she went out of her way to make us comfortable and let us borrow her bus pass. The room was very clean and cozy, and the kitchenette more complete than expected. The room is located in a quiet neighborhood with a grocery store and pharmacy within very easy walking distance.",POSITIVE
"The place is a bit far from the center of Dublin, but the bus stop is very close.",POSITIVE
"Very nice and very clean room in great place. The room has all the facilities you need for a most enjoyable stay. We had free water, peanuts, chocolate and beer in the fridge. The location is very beautiful, in a park area, in a suburb. You can easily reach the city center by bus. The hosts are especially kind and helpful. They are awesome. Thank you for your kindness.",POSITIVE
It really is a lovely private room! Hosts are very nice too and ready to help.,POSITIVE
Nothing.,NEGATIVE
Mini bar with beer pop.chocolate .very nice welcome.,POSITIVE
"Friendly host, clean room, loved the minibar",POSITIVE
Nothing,NEGATIVE
Great room! It’s nice that it has a little kitchenette! hosts were super responsive and allow do use of the washer dryer and even came right away when I was having problems with it (user error!),POSITIVE
The apartment is vlean and has most facilities needed,POSITIVE
I liked that it was close to the airport but a little farther away from Dublin city center than I thought,NEGATIVE
"Great place, super nice people and very clean facilities. Also very comfy as well. The people are also super kind and quick at answering any and all questions. I definitely recommend it.",POSITIVE
"Clean, convenient, comfy bed, bathroom, kettle, hair dryer, snacks - great experience.",POSITIVE
"exceptionally dirty! no hot water, broken thermostat in the living area.",NEGATIVE
location,POSITIVE
Location.,POSITIVE
"The entry was complicated. The Hot water did not work the whole weekend, despite contacting the property to complain. The hot water cupboard and electrics did not inspire confidence. Have a look at these photos, are they safe? I had 2 customers and their wives with me and they were only able to have a hot shower.
I request a full refund, as you can see from my history I am a good customer of booking.com and also always leave fair reviews.",NEGATIVE
I had no complaints,POSITIVE
I would have liked to have more space for my clothes. The bathtub was too small and   it needed more shelves and hooks to hang things in there.,NEGATIVE
"Dishwasher was missing wheels in the bottom tray, internet didn't work the first night and tv reception was not good and kept on dropping. There was a lot of noise the second night which kept us awake quite a bit",NEGATIVE
There are no comments available for this review,POSITIVE
"The house is lovely and so is the room. It looks freshly renovated, it's clean and cozy and warm with neat bright colour palette. Bathroom also very clean and new. Peppermint tea is a nice touch. Location is excellent since it's only an hour walk from the Hellfire club with lots of green pastures and foresty parts to see on the way. Grocery store just on the other side of the street. Nice view through the window, green fields and cute garden. The host was most helpful and gave us nice tips on what to visit next. Thanks for wonderful stay!",POSITIVE
"I don't recall anything wrong, the stay was very nice. Good value for money.",POSITIVE
