,review
3642,The boiler was very noisy
3643,"Boden Heath is a self catering apartment on the south suburbs of Dublin. It was easy to locate, and the owner gave full and detailed instructions on how to access the (secure) property.  I felt we got what we paid for. The apartment was comfortable, and though not 'de-luxe' it had everything one might need for a comfortable lodging, including full wi-fi. There is a modern clean lift to the upper floors of the block. We had one or two queries which the owner was very quick to answer, and he even came round to put a slight hiccup right. He couldn't have been more helpful. The flat is around 30 minutes drive from the city centre with all the tourist attractions that make Dublin such a special place and there are numerous bus stops handy with frequent services into town. There are numerous shops, supermarkets and restaurants within easy reach."
3644,"The decor needs a bit of a spruce-up but that said there is nothing wrong that impinges on one's comfort, so there really wasn't anything to say I ""didn't like"" about it. I would have no hesitation in recommending this flat as a comfortable place to stay, and as the boiler cracks and bangs its way into service, it's even quite ""exciting""!   LOL!"
3645,Michael was very welcoming and easy to talk to. Apartment was very clean and a good place to stay..
3646,I was given complimentary breaskfast since I am a happy returning client. I also found a nice box of chocolate as a welcome back gift in my room.
3647,"The location is very good, local to a lot of amenities parking is always available. It's a nice quiet area to spend your time"
3648,Terrestrial channels on the tv would be nice
3649,"Great location, really comfortable. Loved it! Fab apartment"
3650,Nothing
3651,"Yes, excellent location, easy to find,"
3652,"Continental breakfast was fantastic, location perfect not too far from Temple. Staff very friendly."
3653,"I love this hotel, however prices on booking.com vary a lot depending on the time of stay."
3654,I always  stay here lovely  and  relaxing   and Laura  always  looks  after  us just  another  fantastic  week
3655,Had I great  time  lovely  apartment  and Laura  was a great  help
3656,The host was amazing. Everything was great
3657,I wanted more tissue but there was a shop 2 minutes walk away which was perfect
3658,In uptown. Car park. 24 hr staff ti assist if needed
3659,There are no comments available for this review
3660,There are no comments available for this review
3661,There are no comments available for this review
3662,There are no comments available for this review
3663,There are no comments available for this review
3664,There are no comments available for this review
3665,"The host was super-nice, the apartment is very well located, AND it's a real pet-friendly property, which is a huge plus."
3666,-Accessible location - Has key box for easy access even owner/ host is not available. - owner/ host reachable through text message.
3667,"- Too pricey for a small room. - The entrance is quite filthy, lots of cigarette butts and rubbish attracting the flies to even goes in to the property. -Quite poor state of the furnitures and kitchen appliances, with multiple pieces of old flooring carpets. Window has a very thin curtain that people could possibly see us through from other property.  - We woke up at the middle of the night due to the noise from people coming in. - WiFi unpredictable"
3668,"location was great, short distance walk from a lovely little playground which was great for our little one"
3669,great location.
3670,would have liked if there was a toaster. jacuzzi was difficult to understand but i would recommend asking the owner for help with it before :)
3671,"There was no breakfast, but the location was very central. They added nice touches like a bottle of wine in the fridge."
3672,"It was much worse than I expected. Yes the location was very central, but the room was in very poor condition. There were plates, cups, bowls and cutlery all in very good condition. But they should have focused much more on the condition of the flat. It was mostly covered with a very old patchy fitted carpet. The cooker was decades old. The flimsy little curtain over the kitchen sink fell off the wall when I tried to close it the first night. I later went and bought some glue to stick it back on. In any case even closed it really blocked very little light, so when the sun rose very early on the summer mornings the light was immediately brightening up the room. The price was absurdly high for this small run down little space.  Maybe the jacuzzi's great, I wasn't interested in using a jacuzzi but unless you are just enthralled by jacuzzies I don't think that would go very far to make up for all of the other many serious shortcomings."
3673,The location was decent.
3674,"The bathroom had a sewage smell. The beds were uncomfortable. While he was initially helpful by sending a cleaner, the host became hostile when I requested a refund for the unsanitary sewage smell in the bathroom, which made it very uncomfortable."
3675,Smell Of rubbish around apartment and smell out of fridge
3676,There are no comments available for this review
3677,There are no comments available for this review
3678,"Clean, well equipped.  convenient to City.  quiet neighborhood for family"
3679,There are no comments available for this review
3680,There are no comments available for this review
3681,There are no comments available for this review
3682,There are no comments available for this review
3683,The location was perfect! The owner was so nice and helpful
3684,For 180€ for 2 nights its just to much.
3685,It’s a really good location right by the Liffey and the heart of town.
3686,Everything
3687,Facilities were more than adequate although the shower didn’t seem to get warm…
3688,The accommodations are basic with the bathroom and shower down the hall.  The location was great and the price was right.  Very important to bring ear plugs as rooms front right on the road next to the Liffey.
3689,"absolutely horrendous... the noise and stomping ( if thats what you want to call it... actually no words to describe what it was !!) from the room above us was ridiculous !!People trying to get into our room ! door was locked, but they tried and tried with a key !! i was afraid to go to the bathroom.. which was out on the corridor because of people walking around... the front door being kicked so many times... never againits not a guest house as states in the booking.com its a student accommodation, that rents out rooms at €250!!I'll be going further with this and getting my money back"
3690,Nothing
3691,There are no comments available for this review
3692,There are no comments available for this review
3693,"Very close to buses including airport ones. Walking distance to attractions, helpfulness of staff, nice communal kitchen/shower, big window in room. I was called prior to my arrival to reassure me of help with my luggage when I got there and instructions."
3694,Perfect location.
3695,"Need a waste bin in bathroom(s), recommend stating on booking website that there is no elevator and to request help for lifting at check out. (The only reason I knew to ask was the hotel before surprised me with no elevator and I didn’t want a repeat.) They didn’t assume I needed help with bringing luggage back down, which would of been nice if they offered."
3696,great location
3697,Toilet in middle section of property did not flush properly
3698,"Location was 10/10 couldn't have been closer to the city, really happy with the room so big and spacious. In such an expensive city I was surprised at the great accommodation for such an affordable price"
3699,This accommodation was perfect for a big group. We had everything we needed and was a perfect place to rest after a busy day out on the town. Fair play to the staff for making our stay super easy and comfortable. Would highly recommend this place for a group and so close to everything the city has to offer.
3700,"The location of this place is amazing, so central and amazing bus links. The staff were so quick with responses and made our stay super pleasant. The bedding was amazing and really enjoyed getting to see the city from our window. Big thanks to all the staff for making our trip unforgettable and we will be returning again!"
3701,Reception staff were more than helpful. Room was spotless. Fantastic location. Have stayed many times
3702,There are no comments available for this review
3703,There are no comments available for this review
3704,There are no comments available for this review
3705,Took €150 security deposit and didn't refund it. No communication once we checked out.
3706,Took €150 security deposit and didn't refund it. No communication once we checked out.
3707,The location was good. The house was beautiful. The host was friendly. Liked the facilities provided.
3708,Nothing
3709,The toilet wasn’t flushed whoever used it last. The used tissue papers were floating inside. It gave me an impression that toilet weren’t cleaned before giving the apartment to us and the toilet bleach wasn’t provided I had to buy them.
3710,Nice apartment and kitchen. Perfect for longer stays like our 2 week visit.
3711,Very noisy house. Everything makes loud creaks and sounds. Hot water is limited.
3712,There are no comments available for this review
3713,Great location! Perfect for a weekend in Dublin.
3714,"Quite bare essentials - not equipped for cooking and cleaning (no teatowels, no dishwasher tablets, dishwasher was not empty upon arrival, one towel per guest)."
3715,"Comfortable place for short visit. Very warm flat, which is crucial during winter.Good location."
3716,"Furnitures are a bit used, especially couch and armchairs in living room."
3717,"location, spacious and comfortable"
3718,the shower leaked very badly and the floor would be like a swimming pool. no mop or brush to clean it up. hoover didnâ€™t work.
3719,"The room was comfortable, all the staff were lovely, the breakfast was great and the location was very good. Very busy at night but you couldn't hear the noise in the bedroom."
3720,This property was definitely a surprise once you open the door. Very spacious with a private oasis out the back through the sliding glass doors.
3721,"The property had a lack of very basic items such as bin bags, washing up liquid, salt and pepper."
3722,Bob was excellent great to deal with
3723,"Paid for outside space which wasn't provided. Check in was ok, however, preparation was poor as no towels. Facilities had to searched for and some were found in a cupboard stating it was the property of the owner. Cleanliness was average at best and there was no hot water throughout our stay. a â‚¬400 security deposit was taken which when you sum up the state of the place and the lack of facilities, seems very excessive."
3724,"Location was superb, cleanliness very good, very comfortable beds. Easy to find and access to keys to enter brilliant. Parking was fine and nice neighbourhood."
3725,"Could have done with a few more home comforts ie: rugs on the floor and bigger bath towels! Also few electrical issues with lightbulbs didn't function and toaster tripped the mains. Initial communications with owner were good at first, but during the stay when we had a problem, I got no response. Without these extra comforts, it wasn't value for money (despite booking in high season)."
3726,"The location suited us very well. It was central for most places, and a short taxi drive from others. The hosts were very pleasant, and very helpful. The apartment had good space and facilities, and accommodated 2 couples very comfortably. It was well-lit and heated, WiFI good and the kitchen was serviceable. Washing machine also very handy. When I asked for a fan (for hot flushes), there was one beside the bed when we arrived. Laura responded almost immediately when I had a problem or needed something."
3727,"The mattresses are not the most comfortable - a little thin. A change of linen would only be provided at a cost of (as I remember) 40 Euro. It may be less, so I stand to be corrected. But it was of an amount enough to buy an extra set of linen myself. This seemed a little unreasonable, but they did say laundry costs are high. If we'd had an extra set, we could have laundered and dried them ourselves.  Instead of chewing up electricity to dry them before bed-time.It would be helpful  to have some instructions for the microwave, oven etc.  There were a couple of things missing (bedside lights, not enough waste bins), but these are all relatively small issues. And as soon as we requested them, they were delivered pronto."
3728,There are no comments available for this review
3729,Could of had a toaster machines at continental breakfast make your own. The full Irish breakfast was a little bland.
3730,Nothing to complain about.
3731,There are no comments available for this review
3732,There are no comments available for this review
3733,"The room is cosy and very clean, the place is quiet and close to the bus station taking you to the city centre."
3734,Far away from centre but that is okay
3735,Very clean.
3736,"The room was clean and comfortable. We arrived two hours later than checkin time and we were still more than welcome. The fridge was filled with free drinks and snacks, there was an electric water cooker and tea and coffee available. The bathroom was clean and comfy. The house is 15 minutes drive by taxi from Dublin city center so the price is perfect for that."
3737,"Clean, comfortable and good value for money 
I will book again."
3738,Noise from upper floors due to walking at midnight
3739,"Simple but ok breakfast, fantastic personnel at the reception, awesome location."
3740,Great way to enjoy a country
3741,The extra service (free use of minibar and extra unexpected things) and the very friendly hosts.
3742,Location (but a good and cheap bus ride (45 min.) to Dublin Centre)
3743,"Was a great stay and staff was was very friendly, the room was very spacious and clean. Would 100% recommend it !"
3744,Hosts were very friendly and helpful with queries. Would definitely recommend.
3745,How clean and immaculate it is
3746,Nothing
3747,everything.. overall experience was awesome
3748,"location, cleaning and great host"
3749,"The apartment had everything you needed, friendly hosts, nice location - close to bus stops, stores etc."
3750,"The bar downstairs played the music very loudly until the midnight, hard to sleep."
3751,Rooms were a bit cold
3752,"The accommodation was reasonably priced, in a great location and the owners were very helpful and were keen to make sure the stay was enjoyed. They arranged airport transfers for us which was a brilliant help and made sure we had everything we needed. A great stay which is highly recommended."
3753,"It had all the stuff needed 
Bed was comfy"
3754,"No staff on site 
Shower is broke and very loud
The oven is all rusty and was dirty 
The iron ruined my top 
Was ment to have sofa in room but wasn't
Heating wouldn't come on 
The water in the sink was so hot it burnt me should have a warning"
3755,well equipped and good secure parking
3756,"TV didn’t work, mould on the windows"
3757,"Nice location.
Friendli staff.
Parking near the house.
Bus stop to the center near the house.
Nice appartment."
3758,Everithing OK.
3759,"exactly like the pictures, definitely worth the money."
3760,"nothing to complain, location is a bit far from the city center but we knew that. A tip is take a Dublin bike 800m from the property and go to city center by bike."
3761,comfort early check in late check out perfect location
3762,"secure off road parking 
very spacious 
cosy 
comfortable furniture"
3763,"this property would benefit from a refurbishment service mould is visible 
water pressure is very slow for the showers also recommended a thermostatic control to be fitted to the heating"
3764,Space of property and there was all we need
3765,There isn’t hairdryer and a little problem with toilets for evacuate.
3766,Full kitchen. Good position. Tesco was near by.
3767,"Too much dust, bed is not comfortable at all + its making weird noises. The room is small for 2. 1 light wasnt working."
3768,"Swaralee and Aman where so lovely, the communication was great, there was space for a car park. They allowed a late check in and helped to provide advice on different shops in the area. Very generous"
3769,Nothing
3770,"Landlords very friendly, if you need any advice about Dublin, feel free to ask. Room very clean and comfortable. ðŸ˜Š"
3771,Nice and helpful hosts. Highly recommended.
3772,nothing
3773,"I liked the lovely  welcome, very clean and tidy house,and the bed was comfortable"
3774,lovely people
3775,"Great value for money for a Dublin stay, short walk to bus stop for town"
3776,"In transit 10km from Dublin city centre, excellent cheap-clean small room for one person with a kind and helpful host....correct ...thanks"
3777,"Very friendly hosts, great location, lovely room."
3778,"The hosts were exceptionally friendly and helpful, they provided me with assistance whenever I needed information or advice. There is a bus stop nearby which you can take all the way to the city centre. The area is tranquil and green, and the bed is comfortable, so you can get a good night's sleep."
3779,A charming couple who could not be more welcoming. There is an excellent bus service to Lucan
3780,The house is confortable and the owner is very nice.
3781,"the room isn't available at weekends, just from Tuesday to Friday"
3782,Excellent service and location. The girls on reception were lovely.
3783,There are no comments available for this review
3784,There are no comments available for this review
3785,There are no comments available for this review
3786,There are no comments available for this review
3787,There are no comments available for this review
3788,There are no comments available for this review
3789,"The location was excellent, 5 minutes to O´Connell street. The apartment was very cozy. There were 18 of us and we were able to get all in the kitchen for having breakfast or dinner. The wi-fi was quite OK. Dishwasher, washer and dryer in the kitchen fully functional."
3790,We didn´t like small holes in the wooden floor in the kitchen. We were lucky that nothing fell into them.
3791,Nothing
3792,There are no comments available for this review
3793,There are no comments available for this review
3794,Beautiful. amazing park near by and plenty of pubs and things to do.
3795,loved the whole thing!
3796,"Was really nice owner,  and very clean home."
3797,"I didn't like an Idea of sharing a bathroom
 I know it's not a hotel. 
missing rubbish bin in the room or bathroom. Definitely need one. The shower was extremely loud when on, waking me up in the morning. I think the landlady needs to check the electrical Shower."
3798,Location perfect for the venue we were attending  - Marlay Park for the RHCP Concert.
3799,No lock on the bathroom door took a little getting used to.  Didn't realise we had access to the kitchen as I don't recall the host telling me that so didn't manage to get a tea/coffee.
3800,"quiet, comfortable bed, normal kitchen"
3801,"the landlady was rude for no reason, the room is very cold, the bathroom is not comfortable"
3802,"I loved the location although parking was a bit pricey, the managers found us options for cheaper parking for $12 day. The accommodations were great and roomy! Had all the amenities of home"
3803,the owner was very welcoming.
3804,there was no lock on our bedroom door and it was a shared property with another unknown couple and the owner and her daughter. listing said kettle in the bedroom but there wasn’t one. bed not very comfy.
3805,"The main thing for me was the fact we was sharing a top floor flat with the owner, this was not stated on the ad for the hotel. Me and my partner did not feel comfortable at all we felt like we had to whisper the whole time. There was no lock on our bedroom door so we didn't feel 100% safe. We had to share a bathroom with the owner, while we was there she decided to get a bath so the toilet was out of bounds for us. There was no TV or kettle in the bedroom. The pillows are really hard, I ended up using some of my clothes to rest my head on."
3806,Better name for this place is UNhappy guest. Staff was not helpful in any sort of way and service was bad. Would definitely not recommend this place.
3807,No breakfast included but our host allows us to take our own brekfast in her kitchen.
3808,Clean and tidy. Comfortable bed.
3809,"We were made very welcome but it almost felt as if we were intruding on the owners private space. Also no locks on any doors. 
We were expecting an  ensuite bathroom - we misunderstood the advert."
3810,Lock on bathroom door
3811,Great accommodation. Super clean apartment and very quiet area. 2 min walk to bus and 5 min walk to shops. Awesome hosts. I will definitely book this property again! My plans changed at the last minute and they got me to the airport before 4am! Thanks again!
3812,"It is really nice, very clean and comfortable. The woman in charge was very kind and helped. Beds are comfortable and you have amenities for cooking. They also left some drinks and snacks for us"
3813,"It is a residential area with a bus stop very close. The area is nice, but It is far from the city center (around one hour) Anyway, I think It has good relation price-quality so if this is not a problem for you, I highly reccommend it"
3814,"The host, Claudia, was extremely kind and welcoming. she went out of her way to make us comfortable and let us borrow her bus pass. The room was very clean and cozy, and the kitchenette more complete than expected. The room is located in a quiet neighborhood with a grocery store and pharmacy within very easy walking distance."
3815,"The place is a bit far from the center of Dublin, but the bus stop is very close."
3816,"Very nice and very clean room in great place. The room has all the facilities you need for a most enjoyable stay. We had free water, peanuts, chocolate and beer in the fridge. The location is very beautiful, in a park area, in a suburb. You can easily reach the city center by bus. The hosts are especially kind and helpful. They are awesome. Thank you for your kindness."
3817,It really is a lovely private room! Hosts are very nice too and ready to help.
3818,Nothing.
3819,Mini bar with beer pop.chocolate .very nice welcome.
3820,"Friendly host, clean room, loved the minibar"
3821,Nothing
3822,Great room! It’s nice that it has a little kitchenette! hosts were super responsive and allow do use of the washer dryer and even came right away when I was having problems with it (user error!)
3823,The apartment is vlean and has most facilities needed
3824,I liked that it was close to the airport but a little farther away from Dublin city center than I thought
3825,"Great place, super nice people and very clean facilities. Also very comfy as well. The people are also super kind and quick at answering any and all questions. I definitely recommend it."
3826,"Clean, convenient, comfy bed, bathroom, kettle, hair dryer, snacks - great experience."
3827,"exceptionally dirty! no hot water, broken thermostat in the living area."
3828,location
3829,Location.
3830,"The entry was complicated. The Hot water did not work the whole weekend, despite contacting the property to complain. The hot water cupboard and electrics did not inspire confidence. Have a look at these photos, are they safe? I had 2 customers and their wives with me and they were only able to have a hot shower.
I request a full refund, as you can see from my history I am a good customer of booking.com and also always leave fair reviews."
3831,I had no complaints
3832,I would have liked to have more space for my clothes. The bathtub was too small and   it needed more shelves and hooks to hang things in there.
3833,"Dishwasher was missing wheels in the bottom tray, internet didn't work the first night and tv reception was not good and kept on dropping. There was a lot of noise the second night which kept us awake quite a bit"
3834,There are no comments available for this review
3835,"The house is lovely and so is the room. It looks freshly renovated, it's clean and cozy and warm with neat bright colour palette. Bathroom also very clean and new. Peppermint tea is a nice touch. Location is excellent since it's only an hour walk from the Hellfire club with lots of green pastures and foresty parts to see on the way. Grocery store just on the other side of the street. Nice view through the window, green fields and cute garden. The host was most helpful and gave us nice tips on what to visit next. Thanks for wonderful stay!"
3836,"I don't recall anything wrong, the stay was very nice. Good value for money."
3837,"During my stay I became sick with kidney stones,  the owners where very helpful is seeing where and what I needed to do for help.  In addition they took care of my dog with updates as how she was while I was in hospital"
3838,"Not getting sick, hosts where wonderful"
3839,"To be honest, we didn't realize until we arrived there, that aside from the bedroom, we would be sharing living space with the owner.  We usually prefer a bit more privacy.But among possible hosts, we could not have hoped for a better one.  She was very kind and helpful, and provided a lot of helpful advice on places to visit & things to see in the area.And she also engaged us in plenty of stimulating conversation."
3840,"As mentioned, we had to sacrifice a little privacy; but it was worth it."
3841,"The serene environment,  view of greenery, host hospitality,  hot water bath,  the wood floor and the food. The room is exactly as it is in the picture.  I strongly recommend this place to other travellers."
3842,Nothing.
3843,Super responsive and helpful staff
3844,Everything and staff
3845,noisy neighbours yelling and banging on doors at2 am
3846,There are no comments available for this review
3847,There are no comments available for this review
3848,"The property was very clean and the owners were extremely helpful, replying to messages quickly and kindly. The area was beautiful and quiet."
3849,"The area is very residential and there didn't appear to be anything around it. It was however a 2 minute walk to the bus stop, which gave you cheap and easy access to the city."
3850,"Bed super comfortable, tidy and cosy house"
3851,nothing to refer
3852,The apartment was fine - it was good to have a kitchen over Christmas as nothing was open.
3853,"The owners were very smiley and really nice. We had some gifts when we arrived like drinks and peanuts. The bedroom had everything we could need, with a TV, fridge and cupboard."
3854,There was an unpleasant smell in the pillows
3855,Excellent location. Very clean.
3856,The property was clean and the staffs were friendly. Above all there was a Lidl with 2 minutes walk. Food and other necessities were at arms length.
3857,Overall I would recommend the property for all tourists.
3858,The bathroom on the floor instead of en suite
3859,I like the bed and the smart tv and clean room and toilets.
3860,Nothing
3861,"The rooms are a bit small, and there are shared bathrooms that were nice and clean. They have a fully stocked kitchen that you can use on the ground floor."
3862,"It took a bit of a walk to collect the keys - luckily it wasn’t raining and we arrived during the day. The Temple Bar area is not that interesting - lots of businesses had closed, possibly due to pandemic."
3863,Host very helpful house beautiful
3864,it was clean. the bathroom toilet smelled really bad even with all of the cleaners in the toilet
3865,gps could not find property. owner was not helpful in finding the property.
3866,Wonderful location just across the road from the beach and a short walk from the Dublin Royal Society.
3867,Nothing
3868,Fabulous room. Staff went above & beyond to assist our stay. Food was lovely. Sadly we couldn’t see the lovely views due to the fog - but easy access to the beach and the local village.
3869,"The location was great, in the heart of Temple Bar. Very convenient.  Bedroom was also good. That's about where it ended, unfortunately."
3870,great location very nice room
3871,"We absolutely loved our stay here! The location was perfect with parking and right beside a gorgeous beach! The room was so comfortable and spacious, and breakfast was delicious"
3872,Nothing
3873,"This property is beautiful, well managed, well kept, clean, and has amazing service. Elena, our host, made us feel welcomed and definitely made our trip better. In addition she gave us help with what to see in Dublin and always made sure we were comfortable and there was nothing we didn’t want or need. The room itself was not only clean but extremely comfortable, the cloud-like beds and the warm shower were so nice after a long day of traveling. The breakfast in the morning is delicious and is specified to your eating habits and/or diet restrictions. If you are deciding where to stay, you should definitely stay here."
3874,"location and staff and bed was great , slept like a baby"
3875,very modern & neat
3876,a little warm in the room
3877,Stayed here for a night as we had a concert in the 3 arena. We were greeted by Elena (hope I’m spelling that correctly) She was so friendly & welcoming. I really couldn’t fault this place at all. Was so modern & clean & so many nice touches in the room it really was more like a hotel than B&B. The breakfast the next morning was lovely too. I will be actively looking for the beach house B&B next time I stay in Dublin. It really is a gem for the price.
3878,Nothing to dislike.
3879,"Kitchen door slams behind you. Too small for three ppl. Broken power point. Toaster trips the power - every time.  Tv too small, limited stations."
3880,"Beautiful place to stay, wonderful service, helpful staff. Very elegant hotel, equipped in everything we needed: hair dryer, iron, coffee maker, kettle, fridge. Coffee, wine, water and chocolates included. Absolutely recommended."
3881,Everything was perfect
3882,The B&B was amazing. Alaina was so very helpful and friendly.  Nothing was too much trouble... nicest person I've ever met.
3883,Nothing
3884,There are no comments available for this review
3885,There are no comments available for this review
3886,"Loved the location, would be good to add the ease of public transportation to the site description, that was superb.  The space itself was great for our needs."
3887,"We had issues finding the lock box.  there was another lockbox in the area described and we were at the wrong one - photo would have helped.  We had issues with no directions for things, like the hot water or washer dryer.  We found written directions on day five behind the cutting boards for the hot water.  The plugs did not work when we arrived, had to reset the breakers. A folder with some information about how to work those things would have saved a lot of frustration.  The US does not commonly have washer/dryer combos, so that was a challenge."
3888,"location, modern, clean, roof terrace, good kitchen, spacious"
3889,"Easy self check in and outGreat location, luas next door (doesn't run all night), Guinness is just a few mins away, city  centre 30 mins walking, Lidl 8 mins walking Well equipped, everything needed is there (there is a blow dryer so don't bring one ;) and a washing machine, dish washer)Nice view from balcony! The building where the apartment is feels very safe and well maintained"
3890,"Would be great to get a sheet of house rules, didn't see the wifi password at firstInstructions of how to unlock door (use all 3 keys) would be good, and we couldn't manage to activate the alarm as requested (?) There are some things like shower gel, seasonings, tea etc. in the apartment, we were unsure if guests can use it (so we didn't) Shower was fine just one morning it didn't heat up even after turning heat on and off again as instructed. For the rest of the days it was warm"
3891,"only one key which was inconvenient, especially on nights out when people wanted to retire at different times."
3892,There are no comments available for this review
3893,There are no comments available for this review
3894,"Great hospitality from the host, clean comfortable room.
Had a great stay and would recommend."
3895,Nothing
3896,"The position was excellent, in the centre of Dublin, and direct to reach from the airport. Nevertheless silent all day/night long! A beautiful flat."
3897,"I slept very well here, the bed was very comfortable, and the host Luca was very nice. I was able to use the washing maschine and tumble dryer to get my laundry done here."
3898,"The door to the bathroom is a little bit hard to close. Apart from that, I didn't make any bad experiences, just make sure to read the description properly first since there are some specialties here (e.g. that you should check in in the morning hours already)."
3899,Have To clean
3900,"I booked again here for my last day in dublin, i love the fact that is in a quite suburb and easy to commute to city centre,  m50 right at the corner from the house"
3901,"well kept, and really friendly staff"
3902,"beautiful place for a very reasonable price, very comfy room and helpful and friendly staff."
3903,"You can share the kitchen with the renters, the hosts and the owner, Who was a funny excèntric character"
3904,"This is not a proper B&B. It's just a house with a smelly bedroom, and the owner didn't have anything ready for breakfast baside some eggs on the frigde (not even MILK)  and some coffee in a drawer. 
The house was cold and had humidity, not comfortable at all. 
And very overprized! 
P.D. In the end, the owner gave us two Doughnuts for the road, and then we discovered one of them has a BITE   xdd"
3905,"Sorry, but the room as dirty as the bathroom, you habe to share it with 3 male flatmates and it is one houre away from Dublin City by bus. This might be accaptable for 35 Euro but Not for 135 Euro per night. I travel a lot but i have never had such a bad experience in my life."
3906,room was cosy and spotlessly clean
3907,"We booked for 4 people, but just two flew to Dublin. So the apartment was perfect, but if we were the whole family... there were no wardrobes at all, and it would have been too small."
3908,There are no comments available for this review
3909,"Lovely Georgian building, nice mixture of home furnishings if not a little miss matched with comfy beds."
3910,"A disappointing start to my daughters 30th birthday get away couldn’t access the key ( we are intelligent people) but when spoken to like we didn’t understand how to use the key lock via the instructions sent was a little off putting.... however the problem was soon rectified...thank you Sam 
Didn’t have a welcome basket ( bread milk) as other reviewers seem to have had?? Just an opened packet of muffins with 3 missing!!!! “best before date” was the day we arrived (28th!)
Nothing to do with property but avoid weekends if you want quiet... the main door to the building was frequently slamming shut most of Saturday night / early hours  (2/3am) Sunday."
3911,"Good location , decor was beautiful and the facilities comfortable beds"
3912,"Some of the bowls and cups were dirty 
Not enough towels"
3913,Very elegant lounge and beds were very comfy. It was very central to o connell street.
3914,Location is great. Right in the center and with river view.
3915,The oven was on auto so had to google the instructions. Would help instructions for the microwave. Couple of bulbs needs replacing.
3916,There are no comments available for this review
3917,Location is great! Place is very secure and comfortable. Beautiful apartment!
3918,"Stairs were a lot, it was quite expensive"
3919,Sheets were not changed during our 2 weeks stay and no cleaning materials available to sweep and mop the floor so the apartment was pretty filthy.
3920,There are no comments available for this review
3921,"Beds were really uncomfortable both sofa and twin beds, main window was dirty."
3922,There are no comments available for this review
3923,There are no comments available for this review
3924,There are no comments available for this review
3925,There are no comments available for this review
3926,There are no comments available for this review
3927,It was easy to check-in and get the keys. The staff were very friendly and accommodating. I do appreciate that they stayed open later since our flight landed late.
3928,There are no comments available for this review
3929,There are no comments available for this review
3930,Good location with parking in shared apartment
3931,"The room was cozy and clean. All necessary things (e.g. charge adapters, dishwater, coffee machine) are in the apartment. The location is in the heart of Dublin, in couple of minutes by walk to the museums, cafes and shops. The host was very friendly, hospitable and caring."
3932,"The position is excellent to visit the town. The host was very kind, available and flexible. The room is very confortable and nice. Excellent solution."
3933,To get to the location to get the keys was an extra 13 minute walk to the rental office and back. The price was more expensive than I would have liked.
3934,There are no comments available for this review
3935,Very central location.Soundproofing was amazing because it is in a very busy location.Facilities were great.
3936,Nothing
3937,"Check-in instructions were accurate and comprehensive. The place itself is comfortable and nicely decorated. The location, however, is the show-stopper. Right in the heart of Temple Bar."
3938,"good location, quite comfortable and looks pretty good"
3939,There are no comments available for this review
3940,Easy to take around on the country roads
3941,nothing
3942,fridge smelled like death and we could hear music all day from a pub outside
3943,"We enjoyed the old camper very much. It is a retro car, so don’t be surprised that it is an old fashion car, but very well maintained. The technical problems during the check in were quickly solved and fixed. Very friendly owner, he gave us everything we needed for our trip. We had no problem during the check-in and check out. Be careful by planning your trip; the streets and roads are narrow, the average speed is very low.You can use the highway, the highway feels already included in the price. The quality of roads are very good. It is allowed to stay overnight on the way."
3944,"There is a heavy problem to find a place for overnight staying at some areas, mainly outside of parks.It is recommended to Plan  your trip in advance."
3945,"Friendly service, available at the times described for pick-up/drop-off. Deposit returned quickly. Renting a camper allowed us to travel around Ireland and see a lot more on a budget."
3946,"Specifically Van #1 Scooby: The driver’s seat is unable to adjust as the kitchen cabinet is fixed in place behind it - if you’re tall you will not have a comfortable drive. Combine that with the fact that these vans are indeed retro (30+ years old) and require some manual use of the clutch - you have a tricky drive. 
The ad says that it sleeps 4, if you look at the photos you’d soon see that’s an overstatement. The pop-up tent was old, worn & torn so putting someone (a child/children due to the size) up on that platform would make me feel terrible! It would be cold and damp. 
We didn’t use the fridge as we were afraid of running the van battery flat and being stuck somewhere at our own expense. So to use that/other electrics/heating you need to be at a campsite. We chose to free camp and go without these items.
No TV in the van (not an issue for us, just not as described). 
The descriptions just seem to be a bit ambitious for what is actually provided - so inspect the photos and be a bit pragmatic."
3947,"My Mum and I were renting one camper because of the Garth Concert. Compared to available Hotel rooms the camper was really affordable so we gave it a shot.First impression was mixed, we didnt know what we had to expect. When the owner arrived, I was glad and happy. He is competent and could anwer all questions I had. Very good feeling afterwards.Due to the concert and all the visitors we weren´t able to find a suitable camping site so we just stood nearby the croke park, that was not exactly good for comfort but perfect for what we needed.When renting a van, don´t forget to think of camping sites you want to stay, because there you will have heating, sanataries and electricity. All in all it was a great and different experience and for 2 persons it was perfectly fine. But don´t forget to think that they are vintage cars, no high end luxury."
3948,"The renting site is quite far from the airport, so we had to pay taxi to get us there, maybe it is possible for the owner to get a transport for the guests.On the other hand there is supposed to be a train station nearby so you could reach it with public transport."
3949,"We loved travelling in a camper van and seeing Ireland at our leisure. The camper van was older, but comfortable and had all basic amenities. Good value for money compared to other offerings in Ireland. The engine was strong and kept going. Inconsiderate renters caused us to get another camper van than what was originally booked, but Darren was always available for questions and to resolve any issue we had."
3950,We had here 3 nights and enjoyed this vacation very well. The owner helped us with all we needed. We traveled across the country and it is really amazing and also people there. Parking with van is also very easy. There is a lot of places where you can park for free and have a nice view at the morning.
