,Text,Length,Cluster,Most Important Word
337,located dublin sixteen miles sandymount beach seven hundred fifty yards aviva stadium magnificent two bedroom flat historic army barracks provides accommodation amenities free wifi tv apartment nine miles fitzwilliam square thirteen miles epic irish emigration museumthe apartment equipped two bedrooms kitchen fridge oven one bathroom shower free toiletries washing machine towels bed linen provided apartmentpopular points interest near apartment include lansdowne road train station merrion square rds arena nearest airport dublin airport sixtyeight miles magnificent two bedroom flat historic army barracks,610,0,army
338,youre eligible genius discount killester self catering cottage save property sign inlocated dublin three miles connolly train station thirtyfour miles convention centre dublin thirtyfour miles epic irish emigration museum killester self catering cottage provides accommodation patio free wifi set twentysix miles croke park stadium property offers garden free private parkingthe apartment comes three bedrooms one bathroom bed linen towels flatscreen tv dining area fully equipped kitchen terrace garden views3arena thirtyfour miles apartment glasnevin cemetery museum fortythree miles away nearest airport dublin airport five miles killester self catering cottage,664,0,killester
339,set centre dublin nine hundred yards epic irish emigration museum less six miles connolly train station homely one bedroom apartment dublin city centre river view offers free wifi apartment four hundred fifty yards trinity college four hundred fifty yards irish whiskey museumthe apartment fitted one bedroom kitchen fridge oven one bathroom shower free toiletries washing machine towels bed linen featured apartmentpopular points interest near apartment include city hall dublin castle chester beatty library nearest airport dublin airport fiftysix miles homely one bedroom apartment dublin city centre river view,614,0,homely
340,situated dublin twelve miles phoenix park guestready tranquil retreat chapelizod features accommodation garden free wifi 24hour front desk holiday home twentyone miles kilmainham gaol twentyfour miles heuston train stationthe holiday home features two bedrooms two bathrooms bed linen towels tv dining area fully equipped kitchen terrace city viewscycling enjoyed nearbynational museum ireland decorative arts history twentyeight miles holiday home dublin zoo twentynine miles property nearest airport dublin airport ninetythree miles guestready tranquil retreat chapelizod,573,0,chapelizod
341,situated centre dublin four hundred fifty yards convention centre dublin five hundred fifty yards epic irish emigration museum immaculate 1bed apartment dublin one offers free wifi apartment one miles irish whiskey museum one miles merrion squarethis apartment one bedroom kitchen fridge oven tv seating area one bathroom fitted bath shower towels bed linen offered apartmentpopular points interest near apartment include 3arena connolly train station trinity college nearest airport dublin airport fiftysix miles immaculate 1bed apartment dublin one,550,0,one
342,set dublin eighteen miles sandymount beach haddington place offers accommodation garden free private parking terrace rooms feature flatscreen tv cable channels shared bathroom property nonsmoking situated seven miles aviva stadiumat guest house rooms equipped wardrobe featuring private bathroom shower free toiletries rooms haddington place also free wifipopular points interest near accommodation include lansdowne road train station merrion square rds arena nearest airport dublin airport sixtyeight miles haddington place,525,0,haddington
343,situated centre dublin less six miles epic irish emigration museum 8minute walk city hall central designer apartment river views features accommodation city views free wifi property features river views less six miles dublin castle 10minute walk chester beatty librarythe apartment one bedroom flatscreen tv satellite channels equipped kitchen fridge oven washing machine one bathroom shower towels bed linen offered apartmentpopular points interest near apartment include trinity college irish whiskey museum gaiety theatre nearest airport dublin airport fiftysix miles central designer apartment river views,609,0,river
344,boasting accommodation balcony fernbank situated dublin accommodation thirtythree miles rds arena guests benefit complimentary wifi private parking available sitethe apartment features two bedrooms two bathrooms bed linen towels flatscreen tv dining area fully equipped kitchen terrace city viewsfitzwilliam square thirtysix miles apartment lansdowne road train station thirtysix miles property nearest airport dublin airport one hundred six miles fernbank,456,0,fernbank
345,featuring hot tub spacious modern apartment heart dublin located centre dublin apartment seventeen miles sandymount beach eleven miles connolly train stationthe apartment features balcony two bedrooms living room wellequipped kitchen oven dishwasher towels bed linen provided apartmentpopular points interest near apartment include epic irish emigration museum convention centre dublin merrion square nearest airport dublin airport sixtytwo miles spacious modern apartment heart dublin,485,0,apartment
346,youre eligible genius discount herbert park hotel park residence save property sign inoverlooking 48acre herbert park ballsbridge dublin four hotel located one hundred yards rds five minutes’ walk aviva stadium stylish modern hotel offers spacious elegant bedrooms well luxury studio apartmentsthe airconditioned rooms herbert park hotel decorated light colours feature large windows include tv safe private bathrooms hairdryers 24hour room service menuthe bright airy terrace lounge located lobby offers day dining well light snacks sunny patio overlooking herbert park offers perfect outdoor diningthe aviva stadium less ten minutes’ walk away next lansdowne road dart station providing easy access dublin’s attractions 3arena st stephen’s green fifteen miles away hotel main bus route city centrehousekeeping service offered every week,838,1,herbert
347,youre eligible genius discount forum a2b save property sign inthe forum a2b property terrace located dublin fortyeight miles rds arena fiftytwo miles lansdowne road train station well fiftytwo miles fitzwilliam square 4star apartment fiftyfive miles merrion squarethe apartment features two bedrooms kitchen fridge oven washing machine one bathroom hairdryer providing free private parking 4star apartment also features free wifithe little museum dublin fiftyfive miles forum a2b st stephens green fiftysix miles away nearest airport dublin airport one hundred eighteen miles accommodation,589,0,a2b
348,ideally set right centre dublin designer one bedroom flat terrace dublin one offers garden views garden accommodation five hundred fifty yards epic irish emigration museum features free wifi throughout propertythe apartment balcony lake views one bedroom living room flatscreen tv equipped kitchen fridge oven one bathroom shower towels bed linen offered apartmentpopular points interest near apartment include connolly train station convention centre dublin 3arena nearest airport dublin airport sixtytwo miles designer one bedroom flat terrace dublin one,556,0,one
349,youre eligible genius discount dublin jacuzzi escape save property sign inlocated dublin twentynine miles square tallaght dublin jacuzzi escape provides accommodation garden terrace bar free wifi free private parking property seventyfive miles kilmainham gaol eightyone miles heuston train stationthe homestay equipped flatscreen tv towels bed linen provided homestaynational museum ireland decorative arts history eightyseven miles homestay dublin zoo eightyseven miles away nearest airport dublin airport one hundred fortythree miles dublin jacuzzi escape,557,0,escape
350,youre eligible genius discount grande central save property sign inlocated sixtytwo miles dublin grande central features selfcatering accommodation free wifi available throughout offers balcony city viewsthe twobedroom apartment comes living area tv sofas parquet floor fully equipped kitchen oven stove microwave bathroom bathtub shower hairdryerguests go golfing castle golf club thirtyone miles away foxrock golf club eighteen miles away leopardstown racecourse fourteen miles away guests drive sixtytwo miles guinness storehouse kilmainham gaol one hundred eighteen miles away,580,0,grande
351,situated five hundred fifty yards fitzwilliam square seven hundred fifty yards national museum ireland archaeology leeson lane boutique townhouse offers accommodation right centre dublin free private parking property six hundred fifty yards little museum dublin four hundred fifty yards st stephens greenthe holiday home consists six bedrooms kitchen two bathrooms flatscreen tv availablepopular points interest near holiday home include chester beatty library merrion square gaiety theatre nearest airport dublin airport sixtyeight miles leeson lane boutique townhouse,569,0,leeson
352,situated six miles heuston train station one miles st michans church eleven miles city hall lovely two bedroom apartment guinness storehouse features accommodation set dublin apartment nine miles st patricks cathedral nine miles national museum ireland decorative arts historythe apartment features two bedrooms fully fitted kitchen fridge oven towels bed linen available apartmentpopular points interest near apartment include dublin castle chester beatty library jameson distillery nearest airport dublin airport sixtyeight miles lovely two bedroom apartment guinness storehouse,580,0,apartment
353,set dublin six hundred fifty yards st michans church dublin double room offers accommodation garden free wifi shared kitchen shared lounge property garden views three hundred fifty yards jameson distillery seven miles national museum ireland decorative arts historythe homestay equipped flatscreen tv kitchen fridge oven microwave shower free toiletries hairdryerthe homestay offers hot tubpopular points interest near dublin double room include city hall dublin castle chester beatty library nearest airport dublin airport five miles accommodation,548,0,double
354,ideally located centre dublin modern one bedroom apartment close centre offers patio accommodation eleven miles city hall free wifi throughout propertythe apartment fitted one bedroom kitchen fridge oven one bathroom shower free toiletries washing machine towels bed linen offered apartmentpopular points interest near apartment include dublin castle chester beatty library st stephens green nearest airport dublin airport sixtytwo miles modern one bedroom apartment close centre,479,0,bedroom
355,new room free minibarteacoffee property garden set dublin sixtyeight miles phoenix park eightyone miles glasnevin cemetery museum well eightyone miles national museum ireland decorative arts history homestay offers free private parking shared kitchen free wifithe homestay fitted flatscreen tv towels bed linen featured homestaynational botanic gardens eightyone miles homestay dublin zoo eightyone miles away nearest airport dublin airport fortythree miles new room free minibarteacoffee,488,0,eightyone
356,temple bar area morgan hotel luxurious rooms near trinity college guests enjoy free wifieach luxury room morgan hotel features elegant furniture flatscreen tv airconditioning nespresso machine ensuite bathroom monsoon power shower suitepad also featured roomthe restaurant bar offers contemporary dining experience cityfamous cocktailsa concierge room service available twentyfour hoursthe morgan hotel short stroll grafton street dublins main shopping area dublin castle,471,1,morgan
357,one thousand fifteen minutes’ walk trinity college maldron hotel pearse street features bright rooms en suite bathrooms bord gáis energy theatre 5minute walk awayireland’s national gallery ten minutes away foot park square st stephens green o’connell street 15minute walk away 3arena less five minutes’ drive awayrooms feature free tea coffee facilities tv guests relax rooms also include en suite bathroom work desk cosy chairs hairdryergrain grill bar restaurant serve irish international cuisine continental breakfasts available day,535,1,minutes
358,attractively situated centre dublin hendrick smithfield features airconditioned rooms terrace free wifi bar property set short distance attractions dublin castle heuston train station chester beatty library property nonsmoking situated five hundred fifty yards national museum ireland decorative arts historyat hotel rooms include desk flatscreen tv private bathroom bed linen towels rooms safety deposit boxthe hendrick smithfield offers buffet continental breakfastthe reception accommodation provide tips areapopular points interest near hendrick smithfield include st michans church jameson distillery city hall nearest airport dublin airport fiftysix miles hotel,667,0,hendrick
359,maldron smithfield hotel three luas tram stops away o’connell street offers sleek modern rooms panoramic city views wifi throughout propertythe spacious rooms smithfield hotel boast tv safe either floortoceiling windows balconies panoramic views city en suite bathrooms provide power showersgrain grill restaurant bar offers irish european cuisine seven days week restaurant offers full breakfast buffet hot cold selection lunch menu dinner menudublin castle guinness storehouse within 10minute walk fantastic restaurants shops bars surround hotel also offer private parkingthe lively temple bar district ten minutes away tram old jameson distillery smithfield luas station 2minute walk away,691,1,smithfield
360,panoramic views across dublin port gibson hotel next 3arena boasts bedrooms ensuite bathrooms 24hour gym fine restaurant secure private parkingthese rooms individually designed feature floortoceiling windows airconditioned rooms feature flatscreen tvs free wifi private balconies city viewscoda eatery offers informal dining using locally sourced ingredients wine wall offers tall racks old new world winesthere also bar terrace guests enjoy drink views also garden space guests relax indublin airport 15minute drive away via port tunnel aircoach stops directly outside 3arena offering airport access convention centre dublin 5minute walk one luas stop away,657,1,port
361,situated dublins thriving temple bar district victorian bar partitions one hundred twenty years old invite take seat relax soak atmospherewe offer five beautifully appointed en suite rooms finest contemporary design located pub ideal independent traveller rooms include free wifi access flatscreen tv teacoffee facilitieswe offer variety hot cold dishes throughout day delicious sandwiches stuffed choice tasty fillings homemade oven baked pies steak stone special weve got something suit tastes featuring modern comfortable restaurant second floor norseman popular young older customers alike,593,1,offer
362,conveniently located dublin hyatt centric liberties dublin offers airconditioned rooms fitness centre free wifi garden shared lounge property also restaurant well bar private parking available siteat hotel rooms fitted wardrobe flatscreen tv private bathroom bed linen towelsa à la carte full englishirish vegetarian breakfast available every morning propertystaff 24hour front desk speak german english spanish frenchpopular points interest near hyatt centric liberties dublin include city hall dublin castle chester beatty library nearest airport dublin airport sixtytwo miles accommodation,592,1,centric
363,four mespil hotel located city centre alongside grand canal within walking distance st stephen’s green grafton street aviva stadium ballsbridge area guest bedrooms free wifi chromecastsuperior rooms boast 47” samsung smart tv espresso maker robes slippers air conditioning enhanced bedroom amenities bedrooms feature work desk chair complimentary 1gb highspeed wifi laptop safe mini fridge complimentary waterlock four restaurant caters breakfast lunch dinner showcasing floor ceiling windows admire views grand canal busy d4 suburb lounge bar provides relaxed setting morning coffee light bite evening meal refreshing cocktailguests stay active residents fitness suite head outside enjoy walk run along grand canaltwo modern boardrooms available hire guests use facilities twentyfour hour business centre free chargethere 24hour front desk staff arrange taxis recommend local attractions aviva stadium grafton street one dublin’s premier shopping districts within 15minute walk,978,1,grand
364,marlin hotel dublin prime location centre dublin four hundred fifty yards dublin castle six hundred fifty yards st stephens green hotel offers fitness centre bar accommodation provides free wifithe rooms hotel equipped flatscreen tv netflix well led mood lighting marlin hotel dublin features rooms feature city views every room private bathroom shower units accommodation air conditioning wardrobea full englishirish breakfast available morning marlin hotel dublinstaff hotel available provide guidance 24hour front deskthe stephens green tram stop four hundred fifty yards away popular points interest near marlin hotel dublin include st patricks cathedral nearest airport dublin airport eightyone miles accommodation,719,1,marlin
365,youre eligible genius discount point hotel dublin parnell street save property sign inattractively set dublin point hotel dublin parnell street features airconditioned rooms shared lounge free wifi restaurant 3star hotel offers 24hour front desk guests drink barthe private bathroom fitted shower free toiletries hairdryer hotel rooms desk flatscreen tvpoint hotel dublin parnell street offers buffet continental breakfastpopular points interest near accommodation include st michans church jameson distillery connolly train station nearest airport dublin airport five miles point hotel dublin parnell street,608,1,parnell
366,well located heart dublin maldron hotel kevin street provides buffet breakfast free wifi situated conveniently dublin city centre property located 5minute walk st patricks cathedralall rooms fitted flatscreen tv teacoffee making facilities private bathroom free luxury toiletries hair dryergrain grill restaurant serves international cuisine maldron hotels developed vitality breakfast choose range freshly prepared fruits healthy cereals grains smoothies eggs grilled traditional breakfast items much morethe reception maldron hotel kevin street provide tips area nearest airport dublin airport sixtytwo miles property,619,1,maldron
367,grand canal hotel fourstar hotel located dublin opposite grand canal dart station 15minute walk city centrethe grafton street shopping district bord gais energy theatre aviva stadium trinity college irish financial services centre well rds convention centre dublin 3arena within easy reach charming familyrun propertymodern rooms contemporary style grand canal feature free highspeed wifi interactive smart tvs deluxe rooms also availableguests enjoy selection traditionally bottled beers craft beers well meals gasworks bar canal express serves selection hot cold beverages smoothies sandwiches pastries available enjoy lobby taken gothe grand canal hotel also fully equipped gym,680,1,canal
368,luxurious 5star westbury hotel spacious sumptuously furnished bedrooms en suite bathrooms dublin’s grafton street westbury fantastic restaurants bar fitness suiteeach immaculate room sealy beds lissadell linen aromatherapy associates bathroom products also feature lcd tvs ipod compatible music systemthere two superb restaurants offering contemporary dining gallery view across grafton street serves afternoon tea glamorous sidecar bar fine cocktail menupositioned trinity college st stephen’s green westbury close dublin’s attractions temple bar dublin castle gaiety theatre within 5minute walkwired internet available rooms wifi throughout hotel onsite parking available,673,1,westbury
369,overlooking historic grand canal hilton dublin 8minute walk famous st stephens green grafton street secure underground parking available fee hotel offers multilingual staff offers 24hour room service modern airconditioned rooms power showers tvsat charlemont bar bistro offers outdoor terrace dishes drinks served overlooking canalthe luas green line tramway stops across canal charlemont linking hilton dublin nearby landmarks shopping destinationswe currently undergoing final phase hotel refurbishment works ongoing 5th floor ground floor meeting room area monday saturday 20th december two thousand twentytwo minimalise impact improvements stay design team allowed work 9am 6pm monday friday 1030am 6pm saturdays apologise inconvenience may cause,750,1,6pm
370,youre eligible genius discount tom dick harriets accommodation save property sign inconveniently set centre dublin tom dick harriets accommodation within nine miles st michans church nine miles jameson distillery property around fourteen miles dublin castle twelve miles epic irish emigration museum nine miles trinity college free wifi available private parking arranged extra chargeeach room includes private bathroom selected rooms fitted kitchenette fridgepopular points interest near guest house include croke park stadium connolly train station city hall nearest airport dublin airport five miles tom dick harriets accommodation,634,0,dick
371,indoor swimming pool hot tub bath bonnington dublin less ten minutes’ drive dublin airport rooms include plasmascreen tvs free wifi available roomsfree guests bonnington dublin spa offers wellequipped gym sauna steam room range beauty pamper treatments available extra charge including hot stone massage indian head massage facialsbright contemporary furnishings bedroom includes private bathroom 39inch flatscreen tv safe teacoffee making facilities salonstyle hairdryerand offer city views executive rooms offer extra space individual climate controlbonnington dublin 10minute drive dublin city centre 15minute walk croke park stadium o2 arena fifteen minutes away car,670,1,bonnington
372,hotel located 19thcentury building dublin’s temple bar district offers 24hour reception comfortable rooms free wifi awardwinning 4floor bar nightclubguests explore dublin castle trinity college 5minute walk away hotel 10minute walk henry grafton street dublin’s premier shopping areasrooms dublin citi hotel temple bar warm fresh décor feature tv ironing equipment teacoffeemaking facilities include bathrooms baths showers hairdryersthe vibrant trinity bar three bars day bar menu eleven screens showing live sporting events regular comedy music nights modern havana club open late friday saturday nights lcd floor,615,1,nights
373,overlooking river liffey spencer hotel ten minutes famous oconnell bridge twenty minutes temple bar grafton streeteach airconditioned room includes flatscreen tv satellite channels guestrooms feature seating area balcony magnificent city views rooms include nespresso coffee machines tea making facilities room fitted private bathroom power shower complimentary handmade soap company toiletriesthe spencer hotel also offers private secure car park 24hour front desk hotel features spencer health club includes fitness centre indoor swimming pool highspeed wifi available throughout property3arena bord gais energy theatre ten minutes away ccd convention centre dublin two hundred yards away dublin airport fiftysix miles property,729,1,spencer
374,youre eligible genius discount jurys inn dublin christchurch save property sign injurys inn christchurch opposite christchurch cathedral less five hundred fifty yards temple bar dublin castle en suite bedrooms restaurant costa coffeegrafton street trinity college guinness storehouse o’connell street half mile hotel heuston train station one mile away shuttle buses o2 stop jurys innjurys inn contemporary spacious rooms dream beds flatscreen tvs freeview spa toiletries spacious bathrooms workspace area tea coffeemaking facilities rooms also views cathedralwe offering full buffet breakfast bars restaurants fully open contemporary restaurant offers international dinner menu bar serves lunch snacks coffeethe hotel 24hour reception also provides dry cleaninglaundry service guests receive discount adjoining multistorey car park,832,1,christchurch
375,situated twenty minutes’ walk dublin’s town centre clayton hotel burlington road offers fitness centre views city chic bar elegant restaurant aviva stadium twenty minutes’ walk away bord gais theatre sixteen minute walk awaythe stylish rooms include tv 24hour sports news channels room also offers spacious work desk complimentary wifiguests enjoy cocktails clayton hotel burlington road b bar sussex restaurant serves contemporary cuisine dishes prepared using locally sourced producein heart dublin’s leafy southside clayton hotel burlington road b bar features popular conference facilities includes dedicated business floor impressive ballroom guests make use fitness centre boasts latest equipmentthe three arena twentynine miles away whilst rds main arena eighteen miles croke park thirtytwo miles away convention centre dublin thirtyfour miles property,859,1,burlington
376,maldron hotel parnell square located central dublin 2minute walk popular oconnell street seven minutes walk lively temple bar district dublin castle grafton street trinity college 10minute walk awayguests enjoy air conditioned rooms feature private bathroom free wifi irontrouser press tv along work desk teacoffee facilitiesstir café bar offers buffet breakfast full la carte menu array european irish dishes plus selection freshly brewed coffees fine wines pizzas also made order taken back guest’s rooms,506,1,awayguests
377,boasting garden free wifi staycity aparthotels mark street situated centre dublin close merrion square epic irish emigration museum trinity collegeaccommodation fitted air conditioning fully equipped kitchenette dining area flatscreen tv private bathroom shower free toiletries hairdryer fridge dishwasher microwave also offered well kettlea à la carte continental full englishirish breakfast enjoyed propertypopular points interest near aparthotel include irish whiskey museum connolly train station book kells nearest airport dublin airport sixtytwo miles staycity aparthotels mark street,590,0,mark
378,youre eligible genius discount schoolhouse hotel save property sign inthis former school one thousand eight hundred sixtyone unique boutique hotel relaxed friendly atmosphere leafy ballsbridge ten minutes’ walk dublin city centreat schoolhouse weve ingredients good time culinary enjoyment without pretensions offer relaxed gastro bar experience well formal dining wonderful spacious garden terracefood served daily breakfast 7am gastro bar serving food late warm accessible casual place friends family colleagues bang centre cityconvention concert venues rds aviva stadium ten minutes away dart bus services less three minutes’ walk away hotel official stop aircoach departs collects every fifteen minutes dailythroughout hotel mix classic contemporary roomson site free carparking subject availability,803,1,gastro
379,overlooking grand canal dublin two clayton hotel charlemont boasts shared lounge red bean roastery lockside barsocial gaudens restaurant hotel 8minute walk st stephens green located short distance attractions grafton street bord gais energy theatre gaiety theatreat hotel rooms equipped desk flatscreen tv private bathrooma breakfast available morningsthis city centre hotel also ground floor bar restaurant red bean roastery coffee dock staff 24hour front desk providedst patricks cathedral 11minute walk clayton hotel charlemont national museum ireland archaeology 12minute walk property nearest airport dublin airport sixtyeight miles accommodation,651,1,bean
380,located six hundred fifty yards convention centre dublin modern city centre rooms provides accommodation dublin access shared lounge terrace well shared kitchen accommodation nine hundred yards connolly train station features free wifi throughout propertytowels bed linen provided bed breakfasta buffet breakfast available daily bed breakfastpopular points interest near modern city centre rooms include epic irish emigration museum 3arena croke park stadium nearest airport dublin airport fiftysix miles accommodation,518,0,modern
381,set dublin seven hundred fifty yards croke park stadium gardiner house offers accommodation within two hundred year old converted victorian chapel property situated 17minute walk temple bar nine miles button factory property located nine miles trinity college 19minute walk city hallthe hostel features shared dorms private rooms private rooms hostel fitted tv teacoffee making facilities guest rooms feature wardrobe towels rented small additional fee hairdryers available upon requestthere shared kitchen open twentyfour hours everyday guests cook meals well use fridge space store food drink continental breakfast available every morning property complimentary tea coffee hot chocolate available tea roomgardiner house offers sun terrace garden guests play billiards hostel reception available 24h free wifi provided throughout propertythe accommodation provides laundry service additional fee well business facilities like fax photocopying speaking italian spanish english reception staff always hand helpvisit dublin one miles gardiner house dublin castle eleven miles away,1078,1,hostel
382,dormitory room six bunk beds shared external bathroom toilet includes bed linen individual lockersthe perfect room crew three bunks – six beds private bathroom bunks include light feature personal shelf underbed lockers pillow duvet linen supplied towels available reception small fee,284,1,bunks
383,views dublin city hilton dublin kilmainham hotel short drive city centre walking distance heuston intercity railway station picturesque views phoenix parkfor fitness relaxation hilton dublin kilmainham livingwell gym hydrotherapy pool sauna hot tuball rooms hilton kilmainham dublin offer free highspeed internet access plasma tvsthe broyage bar bistro features diverse menu ongoing drinks specialsthe 4star dublin hotel overlooks kilmainham gaol guinness storehouse dublin zoo irish museum modern art within walking distance,525,1,kilmainham
384,awardwinning number thirtyone dublin guesthouse classical georgian townhouse st stephen’s green 5minute walk away property features sunken guest lounge leather seating open firethe bedrooms number thirtyone feature private bathroom shower dyson cooling fan voya irish toiletriesfreshly prepared breakfasts offered morninggrafton street national museum ireland national library fifteen minutes walk away dublin airport eight miles away,434,1,number
385,italian marble bathrooms restaurant two michelin stars infinity pool offered awardwinning 5star hotel dublin’s centre georgian building features beautiful landscaped gardensspacious sumptuously furnished georgian decor room merrion features city garden views guests relax cosy bathrobes luxury toiletries bathroom rooms offer flatscreen satellite tv refrigerator minibarawarded two prestigious michelin stars restaurant patrick guilbaud serves gourmet fine cuisine french influence overlooking gardens cellar restaurant offers irish cuisine twentythree serves stylish creative cocktailsthe tethra spa features luxurious spa beauty treatments fully equipped modern gym italian marble steam roomthe merrion located merrion square park st stephen’s green trinity college dublin 10minute walk away national gallery ireland 5minute walk grafton street ten minutes’ walk away vibrant temple bar twenty minutes away foot,913,1,michelin
386,youre eligible genius discount city centre georgian apartment save property sign incity centre georgian apartment dublin provides accommodation free wifi seven miles croke park stadium eleven miles st michans church eleven miles epic irish emigration museum apartment fifteen miles temple bar twentyfour miles book kellsthe apartment equipped two bedrooms one bathroom flatscreen tv satellite channels dining area fully equipped kitchen balcony city viewsthe city hall eleven miles city centre georgian apartment button factory twelve miles away nearest airport dublin airport sixtyeight miles accommodation,607,0,georgian
387,situated grand canal square heart dublin’s business cultural quarter marker features groundfloor cocktail bar brasserie free wifi spa five treatment rooms stateoftheart gym property also boasts thirty yards infinity pool sauna steam room fitness centrean ensuite bathroom40inch led tv air conditioning featured room markerthe rooftop lounge features views cityscape guests enjoy drink please note rooftop bar terrace opening hours subject weather conditions availability arranged weekly basis traditional irish cooking offer brasserie strong emphasis locally sourced producedublin city centre reached 20minute walk features wide variety shops nightlife theatres many pubs offering traditional irish music dance also found,721,1,rooftop
388,shelbourne hotel dublin historic landmark hotel located heart dublin st stephens green fivestar hotel five minutes walk dublins famous attractions trinity college grafton street national gallery national museum national libraryall rooms feature pillowtop mattresses duvets ensuring guests receive restful nights sleep sleek marble bathrooms offer robes slippers lighted makeup mirrors luxury bath products also available guests unwind free wifi led fully digital flatscreen tvdining options shelbourne include saddle room elegant irish restaurant serving steak seafood classic touches no27 shelbourne bar lord mayor’s lounge iconic drawing room reflects dublin life afternoon tea served dailythe hotel features exclusive health club spa offering seven treatment rooms twenty yards swimming pool thermal facilities dance studio stateoftheart gymnasium completing beauty facilities salon shelbourne offers range premium hairdressing beauty services including luxury manicures pedicures express facials hairstyling,1011,1,shelbourne
389,youre eligible genius discount belvedere hotel parnell square save property sign inin central dublin belvedere hotel 15minute walk connolly station 5minute walk dublins famous oconnell street spire dublin also access fantastic shopping henry street offers spacious bedrooms free wifi areas hotel traditional irish foodrooms hotel feature marble bathrooms baths showers hairdryers rooms include tv safe teacoffeemaking facilitieswith beautiful georgian windows offering views towards parnell square belvedere lounge bar menu largescreen tvs showing live sport live music weekends lounge also hosts irish night features traditional irish music dancing foodeach morning cooked continental breakfast buffet served belvedere restaurant also evening dinner menuthere aircoach stop less 5minute walk hotel dublin wealth attractions guests explore trinity college croke park temple bar district within 10minute walk,907,1,belvedere
390,central dublin 5star fitzwilliam hotel offers luxurious accommodation guests enjoy restaurant bar gym hotel’s interior design sir terence conranrooms baths power showers antimist mirrors luxurious bathrobe slippers murdock toiletries also feature lcd tvs ipod compatible music systems free internet connectionsthe propertys bar inn green available property glovers alley restaurant offers menu french influence overlooks st stephens greenthe gym equipped modern equipment whilst spirit treatment rooms offer many treatments including pedicures massages nail workthe city’s temple bar area 5minute stroll away trinity college fitzwilliam six miles dublin airport heuston train station fifteen miles away,702,1,luxurious
391,youre eligible genius discount temple bar hotel save property sign inthe temple bar hotel 5minute walk dublin’s two main shopping streets grafton street henry street offers comfortable rooms free wifi modern irish cuisinerooms hotel feature flatscreen tv laptop safe teacoffeemaking facilities include bathrooms power showers hairdryerstemple bar hotel features two onsite restaurants offer breakfast lunch dinner also bar features tv live sportslocated vibrant temple bar district hotel surrounded fantastic bars pubs restaurants st stephen’s green st patrick’s cathedral within 10minute walk,593,1,hotel
392,youre eligible genius discount belvedere hotel parnell square save property sign inin central dublin belvedere hotel 15minute walk connolly station 5minute walk dublins famous oconnell street spire dublin also access fantastic shopping henry street offers spacious bedrooms free wifi areas hotel traditional irish foodrooms hotel feature marble bathrooms baths showers hairdryers rooms include tv safe teacoffeemaking facilitieswith beautiful georgian windows offering views towards parnell square belvedere lounge bar menu largescreen tvs showing live sport live music weekends lounge also hosts irish night features traditional irish music dancing foodeach morning cooked continental breakfast buffet served belvedere restaurant also evening dinner menuthere aircoach stop less 5minute walk hotel dublin wealth attractions guests explore trinity college croke park temple bar district within 10minute walk,907,1,belvedere
393,youre eligible genius discount sonder britain quay save property sign insituated centre dublin sonder britain quay close sights epic irish emigration museum convention centre dublin merrion square complimentary wifi available private parking available siteall units fully equipped kitchen coffee machine living room flatscreen tv private bathroom free toiletries bath shower fridge oven dishwasher also offered well kettlepopular points interest near aparthotel include fitzwilliam square aviva stadium lansdowne road train station nearest airport dublin airport sixtytwo miles sonder britain quay,597,0,britain
394,youre eligible genius discount temple bar hotel save property sign inthe temple bar hotel 5minute walk dublin’s two main shopping streets grafton street henry street offers comfortable rooms free wifi modern irish cuisinerooms hotel feature flatscreen tv laptop safe teacoffeemaking facilities include bathrooms power showers hairdryerstemple bar hotel features two onsite restaurants offer breakfast lunch dinner also bar features tv live sportslocated vibrant temple bar district hotel surrounded fantastic bars pubs restaurants st stephen’s green st patrick’s cathedral within 10minute walk,593,1,hotel
395,youre eligible genius discount wren urban nest save property sign inconveniently located dublin wren urban nest offers airconditioned rooms shared lounge free wifi restaurant boasting bar hotel close several noted attractions around three hundred fifty yards city hall four hundred fifty yards dublin castle five hundred fifty yards chester beatty library property allergyfree set six hundred fifty yards gaiety theatreall guest rooms hotel equipped flatscreen tv satellite channels private bathroom fitted shower free toiletries hairdryer wren urban nest rooms bed linen towelsthe daily breakfast offers full englishirish vegetarian vegan optionsthe accommodation conveniently provide information reception help guests get around areapopular points interest near wren urban nest include trinity college irish whiskey museum st stephens green nearest airport dublin airport sixtytwo miles hotel,894,1,wren
396,youre eligible genius discount cassidys hotel save property sign inthe central boutiquestyle cassidys hotel bar bistro restaurant gym located top oconnell street opposite gate theatrethe three georgian town houses 10minute walk trinity college variety shops dublins nightlife temple barcassidys relaxed restaurant furnished rich mahogany panelling leather seating serves modern irish cuisine traditional breakfasts also served morningrooms blackout curtains flatscreen tv satellite channels guests also make use facilities making tea coffee free wifi public areas,563,1,cassidys
397,oconnell street academy plaza hotel 5minute walk connolly train station hotel boasts stylish airconditioned rooms free wifi onsite restaurantthe modern bedrooms academy plaza hotel decorated rich colours rooms feature flatscreen tvs work desks marblefinished bathroomsplaza bar grill serves traditional dishes using fresh local produce plaza bar grill offers variety teas coffees guests enjoy traditional full irish continental breakfast oscars restaurant located within hotelthe temple bar district 10minute walk away hotel 24hour receptiontrinity college dublin castle within 10minute walk air coach stop academy plaza,620,1,plaza
